index,Amount,Amount_log,Day,Month,Year,Weekday,Is_Weekend,Quarter,Days_Since_First,City_Freq,Card Type_Freq,Exp Type_Freq,Exp Type
20646,246855.0,12.41656044965048,5,10,2013,5,1,4,1,752,6398,5078,Essential
16227,160358.0,11.98517033076793,5,10,2013,5,1,4,1,5,6447,4754,Essential
20904,32874.0,10.400467769480066,5,10,2013,5,1,4,1,774,6367,5078,Essential
9727,158711.0,11.974846518022607,5,10,2013,5,1,4,1,3491,6447,5463,Essential
20868,236710.0,12.374595266750111,5,10,2013,5,1,4,1,747,6367,5463,Essential
23692,254534.0,12.447193630075036,5,10,2013,5,1,4,1,747,6840,4754,Essential
25314,279582.0,12.541054486348836,5,10,2013,5,1,4,1,774,6840,738,Essential
12743,171087.0,12.049933322996438,5,10,2013,5,1,4,1,3552,6367,4754,Essential
20801,22267.0,10.010905949303398,5,10,2013,5,1,4,1,747,6840,4754,Essential
3617,229366.0,12.343078619798543,5,10,2013,5,1,4,1,3491,6447,4754,Essential
20937,19658.0,9.886290527707606,5,10,2013,5,1,4,1,764,6367,5078,Essential
22352,81542.0,11.30888576745509,5,10,2013,5,1,4,1,749,6840,4762,Essential
24094,121025.0,11.703760677529388,5,10,2013,5,1,4,1,749,6447,4754,Essential
19744,288687.0,12.57310179914808,5,10,2013,5,1,4,1,6,6840,5463,Essential
19520,296064.0,12.598334303793427,5,10,2013,5,1,4,1,10,6840,4754,Essential
18778,85242.0,11.353261280337485,5,10,2013,5,1,4,1,9,6840,5078,Essential
2592,122595.0,11.716649675524588,5,10,2013,5,1,4,1,3493,6447,5257,Essential
19698,281053.0,12.54630210067194,5,10,2013,5,1,4,1,7,6398,4762,Essential
25837,264641.0,12.486133248225425,5,10,2013,5,1,4,1,764,6840,738,Essential
7239,141946.0,11.863209027475603,5,10,2013,5,1,4,1,3493,6840,5463,Essential
2537,127320.0,11.75446673559076,5,10,2013,5,1,4,1,3552,6840,5257,Essential
21249,63141.0,11.053141437251751,6,10,2013,6,1,4,2,752,6447,5078,Essential
16689,225186.0,12.324686447116072,6,10,2013,6,1,4,2,4,6367,5078,Essential
18040,285170.0,12.560844279322756,6,10,2013,6,1,4,2,6,6840,5078,Essential
17336,33864.0,10.430137311649004,6,10,2013,6,1,4,2,8,6840,5463,Essential
9428,14522.0,9.583488878607804,6,10,2013,6,1,4,2,3482,6447,5257,Essential
16444,215506.0,12.280748670597,6,10,2013,6,1,4,2,8,6367,4754,Essential
24152,130057.0,11.77573578378684,6,10,2013,6,1,4,2,784,6840,5078,Essential
22056,271103.0,12.510257790080969,6,10,2013,6,1,4,2,764,6447,5463,Essential
19049,141559.0,11.8604789344594,6,10,2013,6,1,4,2,9,6398,5257,Essential
18061,33470.0,10.41843467126129,6,10,2013,6,1,4,2,7,6447,5463,Essential
18094,142712.0,11.868590899525786,6,10,2013,6,1,4,2,8,6447,5078,Essential
7104,5557.0,8.62299361030245,6,10,2013,6,1,4,2,3493,6398,5078,Essential
20341,144756.0,11.88281175350604,6,10,2013,6,1,4,2,773,6840,5257,Essential
7822,3825.59,8.249729346161542,6,10,2013,6,1,4,2,3491,6840,4762,Essential
6649,142390.0,11.866332073715474,6,10,2013,6,1,4,2,3482,6398,5078,Essential
3123,153572.0,11.941931302994377,6,10,2013,6,1,4,2,3552,6840,4762,Essential
12299,172280.0,12.056882143655496,6,10,2013,6,1,4,2,3552,6398,4754,Essential
11736,62430.0,11.041817225867597,6,10,2013,6,1,4,2,3482,6367,4754,Essential
1258,272214.0,12.514347474220502,6,10,2013,6,1,4,2,3491,6447,5463,Essential
12383,34627.0,10.452417882335665,6,10,2013,6,1,4,2,3491,6840,5463,Essential
3167,23276.0,10.05522102756206,6,10,2013,6,1,4,2,3482,6398,4754,Essential
7302,264084.0,12.484026300004302,6,10,2013,6,1,4,2,3552,6398,5463,Essential
13831,189094.0,12.15000481326049,6,10,2013,6,1,4,2,3482,6367,5463,Essential
19060,156150.0,11.958578766789342,6,10,2013,6,1,4,2,6,6840,5257,Essential
2127,149848.0,11.917383399382537,6,10,2013,6,1,4,2,3552,6447,5257,Essential
166,385574.9399999859,12.862493443506205,6,10,2013,6,1,4,2,3552,6447,5078,Essential
25202,175081.0,12.073009714588911,6,10,2013,6,1,4,2,749,6367,5463,Essential
11564,125804.0,11.742488368086622,6,10,2013,6,1,4,2,3491,6367,5463,Essential
10330,283090.0,12.553523679708038,6,10,2013,6,1,4,2,3493,6447,4762,Essential
20457,71412.0,11.17623520458356,6,10,2013,6,1,4,2,759,6367,4762,Essential
889,66083.0,11.09868193905048,6,10,2013,6,1,4,2,3493,6840,5257,Essential
21486,245189.0,12.409788699178286,6,10,2013,6,1,4,2,747,6398,4754,Essential
21673,37449.0,10.530761988945365,6,10,2013,6,1,4,2,774,6398,5463,Essential
25855,83660.0,11.334528198068428,6,10,2013,6,1,4,2,784,6367,738,Essential
25223,212365.0,12.26606648020693,6,10,2013,6,1,4,2,759,6840,5463,Essential
9573,280604.0,12.544703265451115,6,10,2013,6,1,4,2,3493,6840,5463,Essential
24088,105294.0,11.56452121361388,6,10,2013,6,1,4,2,773,6447,4762,Essential
5303,223491.0,12.317130898211689,6,10,2013,6,1,4,2,3493,6840,4762,Essential
5445,156519.0,11.96093907632435,6,10,2013,6,1,4,2,3482,6447,5463,Essential
23356,290818.0,12.580456359508508,6,10,2013,6,1,4,2,747,6840,5078,Essential
2103,265492.0,12.48934375396816,6,10,2013,6,1,4,2,3491,6367,5257,Essential
16167,171445.0,12.052023627201876,6,10,2013,6,1,4,2,747,6447,5257,Essential
16105,148833.0,11.910586869903865,6,10,2013,6,1,4,2,5,6447,4762,Essential
747,41266.0,10.627818428076326,6,10,2013,6,1,4,2,3552,6367,5463,Essential
24867,181470.0,12.108851140306594,7,10,2013,0,0,4,3,773,6398,5078,Essential
16372,63818.0,11.063806230640216,7,10,2013,0,0,4,3,10,6367,4754,Essential
20682,70282.0,11.160285227787265,7,10,2013,0,0,4,3,749,6840,5463,Essential
14662,174318.0,12.068642233025637,7,10,2013,0,0,4,3,4,6447,4762,Essential
10638,56262.0,10.93779240447572,7,10,2013,0,0,4,3,3491,6398,5078,Essential
24671,97550.0,11.488130597151969,7,10,2013,0,0,4,3,749,6398,5257,Essential
16273,210162.0,12.255638699095757,7,10,2013,0,0,4,3,8,6398,5463,Essential
15465,104886.0,11.560638859154688,7,10,2013,0,0,4,3,3,6447,4754,Essential
13580,47228.0,10.76276338968274,7,10,2013,0,0,4,3,3552,6367,5078,Essential
2556,39434.0,10.58240902583209,7,10,2013,0,0,4,3,3552,6840,5257,Essential
9114,126821.0,11.750539807512892,7,10,2013,0,0,4,3,3493,6398,5257,Essential
16424,275284.0,12.525562203631026,7,10,2013,0,0,4,3,3,6447,4754,Essential
12355,25685.0,10.153701375373002,7,10,2013,0,0,4,3,3491,6398,5463,Essential
19178,288672.0,12.573049838589595,7,10,2013,0,0,4,3,10,6447,4762,Essential
4334,130267.0,11.777349145844807,7,10,2013,0,0,4,3,3491,6398,5463,Essential
22535,222044.0,12.310635343015704,7,10,2013,0,0,4,3,764,6398,4754,Essential
6491,127358.0,11.754765149288591,7,10,2013,0,0,4,3,3491,6398,4754,Essential
2444,200833.0,12.210233975175402,7,10,2013,0,0,4,3,3552,6398,5257,Essential
15203,116394.0,11.664744858030408,7,10,2013,0,0,4,3,5,6447,5257,Essential
2208,224526.0,12.321751246193498,7,10,2013,0,0,4,3,3552,6840,5257,Essential
10127,53126.0,10.880440552576909,7,10,2013,0,0,4,3,3552,6367,5078,Essential
20011,47482.0,10.768127031226284,7,10,2013,0,0,4,3,764,6398,5463,Essential
14519,114458.0,11.64797195924836,7,10,2013,0,0,4,3,5,6367,5078,Essential
21267,103991.0,11.552069252087856,7,10,2013,0,0,4,3,784,6367,5257,Essential
19075,113589.0,11.640350753225468,7,10,2013,0,0,4,3,4,6447,5257,Essential
15834,285142.0,12.560746087800112,7,10,2013,0,0,4,3,3,6447,5463,Essential
8346,100142.0,11.51435444349392,7,10,2013,0,0,4,3,3482,6367,4754,Essential
19933,212679.0,12.267543967618275,7,10,2013,0,0,4,3,10,6840,5463,Essential
119,385574.9399999859,12.862493443506205,7,10,2013,0,0,4,3,3482,6398,5078,Essential
19078,70125.0,11.158048902972876,7,10,2013,0,0,4,3,13,6398,5463,Essential
10921,184766.0,12.126850850815371,7,10,2013,0,0,4,3,3552,6840,4754,Essential
3982,85887.0,11.3607994008913,7,10,2013,0,0,4,3,3491,6840,5463,Essential
8740,136426.0,11.82354495201661,7,10,2013,0,0,4,3,3493,6447,5463,Essential
15741,161255.0,11.990748443268096,7,10,2013,0,0,4,3,11,6447,4754,Essential
24437,130714.0,11.780774659668287,7,10,2013,0,0,4,3,749,6447,5257,Essential
25091,170470.0,12.046320473262568,7,10,2013,0,0,4,3,774,6367,5463,Essential
2901,186328.0,12.135269207384752,7,10,2013,0,0,4,3,3552,6367,5078,Essential
7041,94821.0,11.459756728830165,7,10,2013,0,0,4,3,3482,6367,5078,Essential
25805,33530.0,10.42022566305372,7,10,2013,0,0,4,3,784,6398,738,Essential
5495,152070.0,11.932102796031868,7,10,2013,0,0,4,3,3552,6367,5078,Essential
19468,166868.0,12.024964352434072,7,10,2013,0,0,4,3,10,6840,5463,Essential
22072,206730.0,12.239173710234963,7,10,2013,0,0,4,3,747,6840,4754,Essential
16798,118136.0,11.67960024693799,7,10,2013,0,0,4,3,11,6367,5078,Essential
8825,241679.0,12.395369816060551,7,10,2013,0,0,4,3,3482,6447,4754,Essential
24499,112985.0,11.635019196213696,7,10,2013,0,0,4,3,747,6840,4762,Essential
17815,124806.0,11.734523823088082,7,10,2013,0,0,4,3,7,6447,5078,Essential
15684,264412.0,12.485267553678348,7,10,2013,0,0,4,3,7,6398,4754,Essential
9558,14506.0,9.582386570538905,7,10,2013,0,0,4,3,3552,6447,5463,Essential
2842,212803.0,12.268126833265448,7,10,2013,0,0,4,3,3493,6398,5078,Essential
7845,242693.0,12.39955666953024,7,10,2013,0,0,4,3,3493,6398,5463,Essential
25025,18621.0,9.832098956448474,8,10,2013,1,0,4,4,764,6367,5463,Essential
4513,76267.0,11.242008732184336,8,10,2013,1,0,4,4,3552,6447,5078,Essential
3000,156732.0,11.962298999663162,8,10,2013,1,0,4,4,3552,6367,5257,Essential
1656,57789.0,10.964571029311823,8,10,2013,1,0,4,4,3491,6447,5257,Essential
15715,224801.0,12.32297529375925,8,10,2013,1,0,4,4,8,6367,4762,Essential
11441,106902.0,11.579677160230212,8,10,2013,1,0,4,4,3482,6840,5078,Essential
12925,87268.0,11.376750581400287,8,10,2013,1,0,4,4,3491,6367,5463,Essential
19742,273936.0,12.52065343192564,8,10,2013,1,0,4,4,11,6398,5257,Essential
11084,100379.0,11.516718263208924,8,10,2013,1,0,4,4,3552,6398,5463,Essential
6947,222744.0,12.313782898392011,8,10,2013,1,0,4,4,3552,6367,4754,Essential
7127,99656.0,11.509489569034328,8,10,2013,1,0,4,4,3552,6447,5463,Essential
16237,123713.0,11.72572772901777,8,10,2013,1,0,4,4,5,6367,4754,Essential
15102,14807.0,9.602922854253334,8,10,2013,1,0,4,4,9,6840,4754,Essential
5860,136828.0,11.826487250008336,8,10,2013,1,0,4,4,3482,6398,5078,Essential
15744,79715.0,11.28622559745324,8,10,2013,1,0,4,4,3,6447,5257,Essential
23724,235249.0,12.368404057447624,8,10,2013,1,0,4,4,774,6398,5078,Essential
2196,293383.0,12.58923761014337,8,10,2013,1,0,4,4,3482,6398,5257,Essential
21208,220014.0,12.301451004828406,8,10,2013,1,0,4,4,764,6367,4762,Essential
2585,94545.0,11.456841767533312,8,10,2013,1,0,4,4,3493,6840,5257,Essential
14883,121303.0,11.706055070480776,8,10,2013,1,0,4,4,19,6398,5078,Essential
16222,43741.0,10.686064017922495,8,10,2013,1,0,4,4,9,6447,4754,Essential
14545,33623.0,10.422995376684952,8,10,2013,1,0,4,4,9,6367,5257,Essential
11838,188378.0,12.146211169943566,8,10,2013,1,0,4,4,3493,6367,4762,Essential
21629,43013.0,10.669280923080928,8,10,2013,1,0,4,4,773,6840,5463,Essential
58,385574.9399999859,12.862493443506205,8,10,2013,1,0,4,4,3482,6398,5078,Essential
7988,9478.0,9.156834104453042,8,10,2013,1,0,4,4,3552,6447,5463,Essential
2442,60020.0,11.002449779968526,8,10,2013,1,0,4,4,3491,6367,5257,Essential
23418,279967.0,12.54243058990599,8,10,2013,1,0,4,4,749,6447,5078,Essential
16015,78480.0,11.270611836257965,8,10,2013,1,0,4,4,13,6447,4754,Essential
6037,203352.0,12.222698664115656,8,10,2013,1,0,4,4,3552,6398,5257,Essential
13021,28898.0,10.271562271425733,8,10,2013,1,0,4,4,3482,6367,4762,Essential
8730,18782.0,9.84070748441342,8,10,2013,1,0,4,4,3552,6367,5078,Essential
12637,122753.0,11.71793763168388,8,10,2013,1,0,4,4,3491,6398,4762,Essential
21862,221118.0,12.306456297119956,8,10,2013,1,0,4,4,747,6840,4762,Essential
410,129169.0,11.76888464522606,8,10,2013,1,0,4,4,3482,6398,5078,Essential
5146,117144.0,11.67116776270074,8,10,2013,1,0,4,4,3482,6447,5078,Essential
17839,198455.0,12.198322692070112,8,10,2013,1,0,4,4,8,6367,4754,Essential
10151,118249.0,11.68055630635418,8,10,2013,1,0,4,4,3552,6367,5257,Essential
21150,32046.0,10.374958854223562,8,10,2013,1,0,4,4,759,6840,5257,Essential
18112,261114.0,12.472716202290234,8,10,2013,1,0,4,4,9,6447,5463,Essential
18887,182728.0,12.11575945992853,9,10,2013,2,0,4,5,6,6447,4754,Essential
24683,201943.0,12.21574571022586,9,10,2013,2,0,4,5,773,6367,4762,Essential
9648,285214.0,12.560998560809631,9,10,2013,2,0,4,5,3482,6367,5463,Essential
5443,295917.0,12.597837667900096,9,10,2013,2,0,4,5,3482,6367,5463,Essential
14188,83858.0,11.336892096017356,9,10,2013,2,0,4,5,14,6367,4762,Essential
15474,257838.0,12.460090638107612,9,10,2013,2,0,4,5,8,6447,5463,Essential
4009,64793.0,11.078968285460816,9,10,2013,2,0,4,5,3491,6840,4754,Essential
12374,264150.0,12.4842761883131,9,10,2013,2,0,4,5,3493,6840,4762,Essential
11820,216547.0,12.2855675108578,9,10,2013,2,0,4,5,3552,6367,5463,Essential
18834,150874.0,11.924206958399832,9,10,2013,2,0,4,5,4,6398,5463,Essential
7450,226017.0,12.328369921100546,9,10,2013,2,0,4,5,3493,6367,5078,Essential
11796,157165.0,11.965057850596995,9,10,2013,2,0,4,5,3552,6447,4762,Essential
21172,280252.0,12.543448045605032,9,10,2013,2,0,4,5,752,6447,5257,Essential
23622,289396.0,12.575554726850738,9,10,2013,2,0,4,5,752,6447,5463,Essential
16027,30602.0,10.328853322350628,9,10,2013,2,0,4,5,5,6398,4754,Essential
16059,40990.0,10.621107809394994,9,10,2013,2,0,4,5,9,6398,4762,Essential
24704,239906.0,12.388006627226602,9,10,2013,2,0,4,5,747,6447,4754,Essential
4751,27626.0,10.226548834389476,9,10,2013,2,0,4,5,3491,6840,5257,Essential
8536,173889.0,12.066178194376114,9,10,2013,2,0,4,5,3482,6447,5463,Essential
8535,28961.0,10.273739904888547,9,10,2013,2,0,4,5,3552,6398,4754,Essential
23136,24746.0,10.11645954852884,9,10,2013,2,0,4,5,749,6367,5078,Essential
10385,273629.0,12.519532107842316,9,10,2013,2,0,4,5,3482,6398,5463,Essential
20853,48891.0,10.797369062897154,9,10,2013,2,0,4,5,752,6367,4754,Essential
15657,115113.0,11.65367822067553,9,10,2013,2,0,4,5,13,6447,4754,Essential
4655,37495.0,10.531989539602542,9,10,2013,2,0,4,5,3493,6447,4754,Essential
16882,189221.0,12.150676207909797,9,10,2013,2,0,4,5,8,6367,4754,Essential
13311,28640.0,10.262594536666144,9,10,2013,2,0,4,5,3491,6447,5463,Essential
2048,112553.0,11.631188385463462,9,10,2013,2,0,4,5,3491,6367,5257,Essential
12356,158261.0,11.972007166515407,9,10,2013,2,0,4,5,3552,6398,5257,Essential
5323,70818.0,11.167882605261203,9,10,2013,2,0,4,5,3482,6840,4762,Essential
5031,20408.0,9.92373125901317,9,10,2013,2,0,4,5,3491,6447,5463,Essential
16973,24644.0,10.112329319139478,9,10,2013,2,0,4,5,10,6447,5463,Essential
9722,190157.0,12.155610584519785,9,10,2013,2,0,4,5,3552,6367,5463,Essential
3437,54958.0,10.914342731679753,9,10,2013,2,0,4,5,3493,6447,5463,Essential
17720,290387.0,12.578973238764938,9,10,2013,2,0,4,5,12,6840,5257,Essential
23193,118588.0,11.683419012509088,9,10,2013,2,0,4,5,784,6447,5257,Essential
23803,35817.0,10.486205839326685,9,10,2013,2,0,4,5,759,6840,4762,Essential
13218,242790.0,12.399956269935156,9,10,2013,2,0,4,5,3552,6367,5078,Essential
11214,27032.0,10.204813620903147,9,10,2013,2,0,4,5,3491,6398,4762,Essential
19404,108754.0,11.596852924905514,9,10,2013,2,0,4,5,5,6398,5257,Essential
1157,162859.0,12.000646215021122,9,10,2013,2,0,4,5,3482,6840,4754,Essential
14733,248321.0,12.422481570068268,9,10,2013,2,0,4,5,7,6447,5463,Essential
7254,52473.0,10.868073087813588,9,10,2013,2,0,4,5,3552,6840,4754,Essential
3497,209565.0,12.252794004530497,9,10,2013,2,0,4,5,3493,6367,5257,Essential
23337,174704.0,12.07085411620486,9,10,2013,2,0,4,5,784,6840,5463,Essential
14728,188973.0,12.149364718441124,9,10,2013,2,0,4,5,3,6840,5257,Essential
16823,232797.0,12.357926403737224,9,10,2013,2,0,4,5,7,6840,5463,Essential
19321,118224.0,11.680344867512076,9,10,2013,2,0,4,5,5,6840,5463,Essential
4505,299642.0,12.610347045026115,9,10,2013,2,0,4,5,3482,6367,5257,Essential
7686,93385.0,11.444496720048246,9,10,2013,2,0,4,5,3491,6447,4754,Essential
9459,293423.0,12.589373940936616,9,10,2013,2,0,4,5,3491,6840,5078,Essential
867,39439.0,10.582535808716573,9,10,2013,2,0,4,5,3482,6840,5257,Essential
7285,218957.0,12.296635209584426,9,10,2013,2,0,4,5,3482,6398,5463,Essential
19997,3825.59,8.249729346161542,9,10,2013,2,0,4,5,774,6398,5463,Essential
26046,198903.0,12.200577575248191,9,10,2013,2,0,4,5,784,6447,738,Essential
4474,278582.0,12.537471319083457,9,10,2013,2,0,4,5,3493,6398,5257,Essential
24049,220450.0,12.3034307269518,9,10,2013,2,0,4,5,774,6398,4754,Essential
6792,253206.0,12.441962614999554,9,10,2013,2,0,4,5,3552,6840,4762,Essential
25610,60698.0,11.013682502447304,10,10,2013,3,0,4,6,752,6398,738,Essential
17594,72006.0,11.18451861549464,10,10,2013,3,0,4,6,6,6840,4754,Essential
24009,110799.0,11.61548205329532,10,10,2013,3,0,4,6,773,6447,4762,Essential
10061,66927.0,11.11137269368198,10,10,2013,3,0,4,6,3482,6398,5078,Essential
781,74794.0,11.22250631680856,10,10,2013,3,0,4,6,3491,6840,5463,Essential
12903,5816.0,8.668539943910762,10,10,2013,3,0,4,6,3493,6447,4754,Essential
320,360009.0,12.793887087824276,10,10,2013,3,0,4,6,3482,6447,5078,Essential
18314,85841.0,11.36026367619439,10,10,2013,3,0,4,6,3,6367,5257,Essential
22811,184786.0,12.126959089394957,10,10,2013,3,0,4,6,764,6840,4762,Essential
5504,291694.0,12.583464014810724,10,10,2013,3,0,4,6,3552,6840,4754,Essential
12277,90839.0,11.416854996219495,10,10,2013,3,0,4,6,3493,6840,4754,Essential
17903,40176.0,10.601049971569482,10,10,2013,3,0,4,6,11,6398,5078,Essential
4485,259740.0,12.46744025966052,10,10,2013,3,0,4,6,3482,6398,4762,Essential
18074,291415.0,12.582507078579743,10,10,2013,3,0,4,6,7,6398,5078,Essential
24840,137465.0,11.83113189278455,10,10,2013,3,0,4,6,773,6398,5257,Essential
6265,273894.0,12.520500100247016,10,10,2013,3,0,4,6,3482,6840,4762,Essential
11492,265844.0,12.49066871115735,10,10,2013,3,0,4,6,3491,6447,5463,Essential
15590,13914.0,9.54072267395999,10,10,2013,3,0,4,6,8,6367,5078,Essential
11974,79847.0,11.287880106366424,10,10,2013,3,0,4,6,3491,6840,4762,Essential
6091,268577.0,12.500896653536586,10,10,2013,3,0,4,6,3493,6447,5463,Essential
22540,80580.0,11.297018168695637,10,10,2013,3,0,4,6,784,6447,4762,Essential
9645,134137.0,11.80662439974684,10,10,2013,3,0,4,6,3552,6447,5257,Essential
