index,Date,Amount,Amount_log,Day,Month,Year,Weekday,Is_Weekend,Quarter,Days_Since_First,City_Freq,Card Type_Freq,Exp Type_Freq
19744,2013-10-05,288687.0,12.57310179914808,5,10,2013,5,1,4,1,6,6840,5463
19520,2013-10-05,296064.0,12.598334303793427,5,10,2013,5,1,4,1,10,6840,4754
18778,2013-10-05,85242.0,11.353261280337485,5,10,2013,5,1,4,1,9,6840,5078
2592,2013-10-05,122595.0,11.716649675524588,5,10,2013,5,1,4,1,3493,6447,5257
19698,2013-10-05,281053.0,12.54630210067194,5,10,2013,5,1,4,1,7,6398,4762
25837,2013-10-05,264641.0,12.486133248225425,5,10,2013,5,1,4,1,764,6840,738
7239,2013-10-05,141946.0,11.863209027475603,5,10,2013,5,1,4,1,3493,6840,5463
2537,2013-10-05,127320.0,11.75446673559076,5,10,2013,5,1,4,1,3552,6840,5257
21249,2013-10-06,63141.0,11.053141437251751,6,10,2013,6,1,4,2,752,6447,5078
16689,2013-10-06,225186.0,12.324686447116072,6,10,2013,6,1,4,2,4,6367,5078
18040,2013-10-06,285170.0,12.560844279322756,6,10,2013,6,1,4,2,6,6840,5078
17336,2013-10-06,33864.0,10.430137311649004,6,10,2013,6,1,4,2,8,6840,5463
9428,2013-10-06,14522.0,9.583488878607804,6,10,2013,6,1,4,2,3482,6447,5257
16444,2013-10-06,215506.0,12.280748670597,6,10,2013,6,1,4,2,8,6367,4754
24152,2013-10-06,130057.0,11.77573578378684,6,10,2013,6,1,4,2,784,6840,5078
22056,2013-10-06,271103.0,12.510257790080969,6,10,2013,6,1,4,2,764,6447,5463
19049,2013-10-06,141559.0,11.8604789344594,6,10,2013,6,1,4,2,9,6398,5257
18061,2013-10-06,33470.0,10.41843467126129,6,10,2013,6,1,4,2,7,6447,5463
18094,2013-10-06,142712.0,11.868590899525786,6,10,2013,6,1,4,2,8,6447,5078
7104,2013-10-06,5557.0,8.62299361030245,6,10,2013,6,1,4,2,3493,6398,5078
20341,2013-10-06,144756.0,11.88281175350604,6,10,2013,6,1,4,2,773,6840,5257
7822,2013-10-06,3825.59,8.249729346161542,6,10,2013,6,1,4,2,3491,6840,4762
6649,2013-10-06,142390.0,11.866332073715474,6,10,2013,6,1,4,2,3482,6398,5078
3123,2013-10-06,153572.0,11.941931302994377,6,10,2013,6,1,4,2,3552,6840,4762
12299,2013-10-06,172280.0,12.056882143655496,6,10,2013,6,1,4,2,3552,6398,4754
11736,2013-10-06,62430.0,11.041817225867597,6,10,2013,6,1,4,2,3482,6367,4754
1258,2013-10-06,272214.0,12.514347474220502,6,10,2013,6,1,4,2,3491,6447,5463
12383,2013-10-06,34627.0,10.452417882335665,6,10,2013,6,1,4,2,3491,6840,5463
3167,2013-10-06,23276.0,10.05522102756206,6,10,2013,6,1,4,2,3482,6398,4754
7302,2013-10-06,264084.0,12.484026300004302,6,10,2013,6,1,4,2,3552,6398,5463
13831,2013-10-06,189094.0,12.15000481326049,6,10,2013,6,1,4,2,3482,6367,5463
19060,2013-10-06,156150.0,11.958578766789342,6,10,2013,6,1,4,2,6,6840,5257
2127,2013-10-06,149848.0,11.917383399382537,6,10,2013,6,1,4,2,3552,6447,5257
166,2013-10-06,385574.9399999859,12.862493443506205,6,10,2013,6,1,4,2,3552,6447,5078
25202,2013-10-06,175081.0,12.073009714588911,6,10,2013,6,1,4,2,749,6367,5463
11564,2013-10-06,125804.0,11.742488368086622,6,10,2013,6,1,4,2,3491,6367,5463
10330,2013-10-06,283090.0,12.553523679708038,6,10,2013,6,1,4,2,3493,6447,4762
20457,2013-10-06,71412.0,11.17623520458356,6,10,2013,6,1,4,2,759,6367,4762
889,2013-10-06,66083.0,11.09868193905048,6,10,2013,6,1,4,2,3493,6840,5257
21486,2013-10-06,245189.0,12.409788699178286,6,10,2013,6,1,4,2,747,6398,4754
21673,2013-10-06,37449.0,10.530761988945365,6,10,2013,6,1,4,2,774,6398,5463
25855,2013-10-06,83660.0,11.334528198068428,6,10,2013,6,1,4,2,784,6367,738
25223,2013-10-06,212365.0,12.26606648020693,6,10,2013,6,1,4,2,759,6840,5463
9573,2013-10-06,280604.0,12.544703265451115,6,10,2013,6,1,4,2,3493,6840,5463
24088,2013-10-06,105294.0,11.56452121361388,6,10,2013,6,1,4,2,773,6447,4762
5303,2013-10-06,223491.0,12.317130898211689,6,10,2013,6,1,4,2,3493,6840,4762
5445,2013-10-06,156519.0,11.96093907632435,6,10,2013,6,1,4,2,3482,6447,5463
23356,2013-10-06,290818.0,12.580456359508508,6,10,2013,6,1,4,2,747,6840,5078
2103,2013-10-06,265492.0,12.48934375396816,6,10,2013,6,1,4,2,3491,6367,5257
16167,2013-10-06,171445.0,12.052023627201876,6,10,2013,6,1,4,2,747,6447,5257
16105,2013-10-06,148833.0,11.910586869903865,6,10,2013,6,1,4,2,5,6447,4762
747,2013-10-06,41266.0,10.627818428076326,6,10,2013,6,1,4,2,3552,6367,5463
24867,2013-10-07,181470.0,12.108851140306594,7,10,2013,0,0,4,3,773,6398,5078
16372,2013-10-07,63818.0,11.063806230640216,7,10,2013,0,0,4,3,10,6367,4754
20682,2013-10-07,70282.0,11.160285227787265,7,10,2013,0,0,4,3,749,6840,5463
14662,2013-10-07,174318.0,12.068642233025637,7,10,2013,0,0,4,3,4,6447,4762
10638,2013-10-07,56262.0,10.93779240447572,7,10,2013,0,0,4,3,3491,6398,5078
24671,2013-10-07,97550.0,11.488130597151969,7,10,2013,0,0,4,3,749,6398,5257
16273,2013-10-07,210162.0,12.255638699095757,7,10,2013,0,0,4,3,8,6398,5463
15465,2013-10-07,104886.0,11.560638859154688,7,10,2013,0,0,4,3,3,6447,4754
13580,2013-10-07,47228.0,10.76276338968274,7,10,2013,0,0,4,3,3552,6367,5078
2556,2013-10-07,39434.0,10.58240902583209,7,10,2013,0,0,4,3,3552,6840,5257
9114,2013-10-07,126821.0,11.750539807512892,7,10,2013,0,0,4,3,3493,6398,5257
16424,2013-10-07,275284.0,12.525562203631026,7,10,2013,0,0,4,3,3,6447,4754
12355,2013-10-07,25685.0,10.153701375373002,7,10,2013,0,0,4,3,3491,6398,5463
19178,2013-10-07,288672.0,12.573049838589595,7,10,2013,0,0,4,3,10,6447,4762
4334,2013-10-07,130267.0,11.777349145844807,7,10,2013,0,0,4,3,3491,6398,5463
22535,2013-10-07,222044.0,12.310635343015704,7,10,2013,0,0,4,3,764,6398,4754
6491,2013-10-07,127358.0,11.754765149288591,7,10,2013,0,0,4,3,3491,6398,4754
2444,2013-10-07,200833.0,12.210233975175402,7,10,2013,0,0,4,3,3552,6398,5257
15203,2013-10-07,116394.0,11.664744858030408,7,10,2013,0,0,4,3,5,6447,5257
2208,2013-10-07,224526.0,12.321751246193498,7,10,2013,0,0,4,3,3552,6840,5257
10127,2013-10-07,53126.0,10.880440552576909,7,10,2013,0,0,4,3,3552,6367,5078
20011,2013-10-07,47482.0,10.768127031226284,7,10,2013,0,0,4,3,764,6398,5463
14519,2013-10-07,114458.0,11.64797195924836,7,10,2013,0,0,4,3,5,6367,5078
21267,2013-10-07,103991.0,11.552069252087856,7,10,2013,0,0,4,3,784,6367,5257
19075,2013-10-07,113589.0,11.640350753225468,7,10,2013,0,0,4,3,4,6447,5257
15834,2013-10-07,285142.0,12.560746087800112,7,10,2013,0,0,4,3,3,6447,5463
8346,2013-10-07,100142.0,11.51435444349392,7,10,2013,0,0,4,3,3482,6367,4754
19933,2013-10-07,212679.0,12.267543967618275,7,10,2013,0,0,4,3,10,6840,5463
119,2013-10-07,385574.9399999859,12.862493443506205,7,10,2013,0,0,4,3,3482,6398,5078
19078,2013-10-07,70125.0,11.158048902972876,7,10,2013,0,0,4,3,13,6398,5463
10921,2013-10-07,184766.0,12.126850850815371,7,10,2013,0,0,4,3,3552,6840,4754
3982,2013-10-07,85887.0,11.3607994008913,7,10,2013,0,0,4,3,3491,6840,5463
8740,2013-10-07,136426.0,11.82354495201661,7,10,2013,0,0,4,3,3493,6447,5463
15741,2013-10-07,161255.0,11.990748443268096,7,10,2013,0,0,4,3,11,6447,4754
24437,2013-10-07,130714.0,11.780774659668287,7,10,2013,0,0,4,3,749,6447,5257
25091,2013-10-07,170470.0,12.046320473262568,7,10,2013,0,0,4,3,774,6367,5463
2901,2013-10-07,186328.0,12.135269207384752,7,10,2013,0,0,4,3,3552,6367,5078
7041,2013-10-07,94821.0,11.459756728830165,7,10,2013,0,0,4,3,3482,6367,5078
25805,2013-10-07,33530.0,10.42022566305372,7,10,2013,0,0,4,3,784,6398,738
5495,2013-10-07,152070.0,11.932102796031868,7,10,2013,0,0,4,3,3552,6367,5078
19468,2013-10-07,166868.0,12.024964352434072,7,10,2013,0,0,4,3,10,6840,5463
22072,2013-10-07,206730.0,12.239173710234963,7,10,2013,0,0,4,3,747,6840,4754
16798,2013-10-07,118136.0,11.67960024693799,7,10,2013,0,0,4,3,11,6367,5078
8825,2013-10-07,241679.0,12.395369816060551,7,10,2013,0,0,4,3,3482,6447,4754
24499,2013-10-07,112985.0,11.635019196213696,7,10,2013,0,0,4,3,747,6840,4762
17815,2013-10-07,124806.0,11.734523823088082,7,10,2013,0,0,4,3,7,6447,5078
15684,2013-10-07,264412.0,12.485267553678348,7,10,2013,0,0,4,3,7,6398,4754
9558,2013-10-07,14506.0,9.582386570538905,7,10,2013,0,0,4,3,3552,6447,5463
2842,2013-10-07,212803.0,12.268126833265448,7,10,2013,0,0,4,3,3493,6398,5078
7845,2013-10-07,242693.0,12.39955666953024,7,10,2013,0,0,4,3,3493,6398,5463
25025,2013-10-08,18621.0,9.832098956448474,8,10,2013,1,0,4,4,764,6367,5463
4513,2013-10-08,76267.0,11.242008732184336,8,10,2013,1,0,4,4,3552,6447,5078
3000,2013-10-08,156732.0,11.962298999663162,8,10,2013,1,0,4,4,3552,6367,5257
1656,2013-10-08,57789.0,10.964571029311823,8,10,2013,1,0,4,4,3491,6447,5257
15715,2013-10-08,224801.0,12.32297529375925,8,10,2013,1,0,4,4,8,6367,4762
11441,2013-10-08,106902.0,11.579677160230212,8,10,2013,1,0,4,4,3482,6840,5078
12925,2013-10-08,87268.0,11.376750581400287,8,10,2013,1,0,4,4,3491,6367,5463
19742,2013-10-08,273936.0,12.52065343192564,8,10,2013,1,0,4,4,11,6398,5257
11084,2013-10-08,100379.0,11.516718263208924,8,10,2013,1,0,4,4,3552,6398,5463
6947,2013-10-08,222744.0,12.313782898392011,8,10,2013,1,0,4,4,3552,6367,4754
7127,2013-10-08,99656.0,11.509489569034328,8,10,2013,1,0,4,4,3552,6447,5463
16237,2013-10-08,123713.0,11.72572772901777,8,10,2013,1,0,4,4,5,6367,4754
15102,2013-10-08,14807.0,9.602922854253334,8,10,2013,1,0,4,4,9,6840,4754
5860,2013-10-08,136828.0,11.826487250008336,8,10,2013,1,0,4,4,3482,6398,5078
15744,2013-10-08,79715.0,11.28622559745324,8,10,2013,1,0,4,4,3,6447,5257
23724,2013-10-08,235249.0,12.368404057447624,8,10,2013,1,0,4,4,774,6398,5078
2196,2013-10-08,293383.0,12.58923761014337,8,10,2013,1,0,4,4,3482,6398,5257
21208,2013-10-08,220014.0,12.301451004828406,8,10,2013,1,0,4,4,764,6367,4762
2585,2013-10-08,94545.0,11.456841767533312,8,10,2013,1,0,4,4,3493,6840,5257
14883,2013-10-08,121303.0,11.706055070480776,8,10,2013,1,0,4,4,19,6398,5078
16222,2013-10-08,43741.0,10.686064017922495,8,10,2013,1,0,4,4,9,6447,4754
14545,2013-10-08,33623.0,10.422995376684952,8,10,2013,1,0,4,4,9,6367,5257
11838,2013-10-08,188378.0,12.146211169943566,8,10,2013,1,0,4,4,3493,6367,4762
21629,2013-10-08,43013.0,10.669280923080928,8,10,2013,1,0,4,4,773,6840,5463
58,2013-10-08,385574.9399999859,12.862493443506205,8,10,2013,1,0,4,4,3482,6398,5078
7988,2013-10-08,9478.0,9.156834104453042,8,10,2013,1,0,4,4,3552,6447,5463
2442,2013-10-08,60020.0,11.002449779968526,8,10,2013,1,0,4,4,3491,6367,5257
23418,2013-10-08,279967.0,12.54243058990599,8,10,2013,1,0,4,4,749,6447,5078
16015,2013-10-08,78480.0,11.270611836257965,8,10,2013,1,0,4,4,13,6447,4754
6037,2013-10-08,203352.0,12.222698664115656,8,10,2013,1,0,4,4,3552,6398,5257
13021,2013-10-08,28898.0,10.271562271425733,8,10,2013,1,0,4,4,3482,6367,4762
8730,2013-10-08,18782.0,9.84070748441342,8,10,2013,1,0,4,4,3552,6367,5078
12637,2013-10-08,122753.0,11.71793763168388,8,10,2013,1,0,4,4,3491,6398,4762
21862,2013-10-08,221118.0,12.306456297119956,8,10,2013,1,0,4,4,747,6840,4762
410,2013-10-08,129169.0,11.76888464522606,8,10,2013,1,0,4,4,3482,6398,5078
5146,2013-10-08,117144.0,11.67116776270074,8,10,2013,1,0,4,4,3482,6447,5078
17839,2013-10-08,198455.0,12.198322692070112,8,10,2013,1,0,4,4,8,6367,4754
10151,2013-10-08,118249.0,11.68055630635418,8,10,2013,1,0,4,4,3552,6367,5257
21150,2013-10-08,32046.0,10.374958854223562,8,10,2013,1,0,4,4,759,6840,5257
18112,2013-10-08,261114.0,12.472716202290234,8,10,2013,1,0,4,4,9,6447,5463
18887,2013-10-09,182728.0,12.11575945992853,9,10,2013,2,0,4,5,6,6447,4754
24683,2013-10-09,201943.0,12.21574571022586,9,10,2013,2,0,4,5,773,6367,4762
9648,2013-10-09,285214.0,12.560998560809631,9,10,2013,2,0,4,5,3482,6367,5463
5443,2013-10-09,295917.0,12.597837667900096,9,10,2013,2,0,4,5,3482,6367,5463
14188,2013-10-09,83858.0,11.336892096017356,9,10,2013,2,0,4,5,14,6367,4762
15474,2013-10-09,257838.0,12.460090638107612,9,10,2013,2,0,4,5,8,6447,5463
4009,2013-10-09,64793.0,11.078968285460816,9,10,2013,2,0,4,5,3491,6840,4754
12374,2013-10-09,264150.0,12.4842761883131,9,10,2013,2,0,4,5,3493,6840,4762
11820,2013-10-09,216547.0,12.2855675108578,9,10,2013,2,0,4,5,3552,6367,5463
18834,2013-10-09,150874.0,11.924206958399832,9,10,2013,2,0,4,5,4,6398,5463
7450,2013-10-09,226017.0,12.328369921100546,9,10,2013,2,0,4,5,3493,6367,5078
11796,2013-10-09,157165.0,11.965057850596995,9,10,2013,2,0,4,5,3552,6447,4762
21172,2013-10-09,280252.0,12.543448045605032,9,10,2013,2,0,4,5,752,6447,5257
23622,2013-10-09,289396.0,12.575554726850738,9,10,2013,2,0,4,5,752,6447,5463
16027,2013-10-09,30602.0,10.328853322350628,9,10,2013,2,0,4,5,5,6398,4754
16059,2013-10-09,40990.0,10.621107809394994,9,10,2013,2,0,4,5,9,6398,4762
24704,2013-10-09,239906.0,12.388006627226602,9,10,2013,2,0,4,5,747,6447,4754
4751,2013-10-09,27626.0,10.226548834389476,9,10,2013,2,0,4,5,3491,6840,5257
8536,2013-10-09,173889.0,12.066178194376114,9,10,2013,2,0,4,5,3482,6447,5463
8535,2013-10-09,28961.0,10.273739904888547,9,10,2013,2,0,4,5,3552,6398,4754
23136,2013-10-09,24746.0,10.11645954852884,9,10,2013,2,0,4,5,749,6367,5078
10385,2013-10-09,273629.0,12.519532107842316,9,10,2013,2,0,4,5,3482,6398,5463
20853,2013-10-09,48891.0,10.797369062897154,9,10,2013,2,0,4,5,752,6367,4754
15657,2013-10-09,115113.0,11.65367822067553,9,10,2013,2,0,4,5,13,6447,4754
4655,2013-10-09,37495.0,10.531989539602542,9,10,2013,2,0,4,5,3493,6447,4754
16882,2013-10-09,189221.0,12.150676207909797,9,10,2013,2,0,4,5,8,6367,4754
13311,2013-10-09,28640.0,10.262594536666144,9,10,2013,2,0,4,5,3491,6447,5463
2048,2013-10-09,112553.0,11.631188385463462,9,10,2013,2,0,4,5,3491,6367,5257
12356,2013-10-09,158261.0,11.972007166515407,9,10,2013,2,0,4,5,3552,6398,5257
5323,2013-10-09,70818.0,11.167882605261203,9,10,2013,2,0,4,5,3482,6840,4762
5031,2013-10-09,20408.0,9.92373125901317,9,10,2013,2,0,4,5,3491,6447,5463
16973,2013-10-09,24644.0,10.112329319139478,9,10,2013,2,0,4,5,10,6447,5463
9722,2013-10-09,190157.0,12.155610584519785,9,10,2013,2,0,4,5,3552,6367,5463
3437,2013-10-09,54958.0,10.914342731679753,9,10,2013,2,0,4,5,3493,6447,5463
17720,2013-10-09,290387.0,12.578973238764938,9,10,2013,2,0,4,5,12,6840,5257
23193,2013-10-09,118588.0,11.683419012509088,9,10,2013,2,0,4,5,784,6447,5257
23803,2013-10-09,35817.0,10.486205839326685,9,10,2013,2,0,4,5,759,6840,4762
13218,2013-10-09,242790.0,12.399956269935156,9,10,2013,2,0,4,5,3552,6367,5078
11214,2013-10-09,27032.0,10.204813620903147,9,10,2013,2,0,4,5,3491,6398,4762
19404,2013-10-09,108754.0,11.596852924905514,9,10,2013,2,0,4,5,5,6398,5257
1157,2013-10-09,162859.0,12.000646215021122,9,10,2013,2,0,4,5,3482,6840,4754
14733,2013-10-09,248321.0,12.422481570068268,9,10,2013,2,0,4,5,7,6447,5463
7254,2013-10-09,52473.0,10.868073087813588,9,10,2013,2,0,4,5,3552,6840,4754
3497,2013-10-09,209565.0,12.252794004530497,9,10,2013,2,0,4,5,3493,6367,5257
23337,2013-10-09,174704.0,12.07085411620486,9,10,2013,2,0,4,5,784,6840,5463
14728,2013-10-09,188973.0,12.149364718441124,9,10,2013,2,0,4,5,3,6840,5257
16823,2013-10-09,232797.0,12.357926403737224,9,10,2013,2,0,4,5,7,6840,5463
19321,2013-10-09,118224.0,11.680344867512076,9,10,2013,2,0,4,5,5,6840,5463
4505,2013-10-09,299642.0,12.610347045026115,9,10,2013,2,0,4,5,3482,6367,5257
7686,2013-10-09,93385.0,11.444496720048246,9,10,2013,2,0,4,5,3491,6447,4754
9459,2013-10-09,293423.0,12.589373940936616,9,10,2013,2,0,4,5,3491,6840,5078
867,2013-10-09,39439.0,10.582535808716573,9,10,2013,2,0,4,5,3482,6840,5257
7285,2013-10-09,218957.0,12.296635209584426,9,10,2013,2,0,4,5,3482,6398,5463
19997,2013-10-09,3825.59,8.249729346161542,9,10,2013,2,0,4,5,774,6398,5463
26046,2013-10-09,198903.0,12.200577575248191,9,10,2013,2,0,4,5,784,6447,738
4474,2013-10-09,278582.0,12.537471319083457,9,10,2013,2,0,4,5,3493,6398,5257
24049,2013-10-09,220450.0,12.3034307269518,9,10,2013,2,0,4,5,774,6398,4754
6792,2013-10-09,253206.0,12.441962614999554,9,10,2013,2,0,4,5,3552,6840,4762
25610,2013-10-10,60698.0,11.013682502447304,10,10,2013,3,0,4,6,752,6398,738
