index,City,Date,Card Type,Exp Type,Gender,Amount,Amount_log
115,"Bengaluru, India",21-Mar-14,Platinum,Bills,F,385574.9399999859,12.862493443506203
116,"Bengaluru, India",3-Apr-15,Platinum,Bills,F,385574.9399999859,12.862493443506203
117,"Ahmedabad, India",6-Apr-15,Signature,Bills,F,385574.9399999859,12.862493443506203
118,"Ahmedabad, India",5-Nov-13,Platinum,Bills,F,385574.9399999859,12.862493443506203
119,"Delhi, India",7-Oct-13,Platinum,Bills,F,385574.9399999859,12.862493443506203
120,"Delhi, India",31-Oct-14,Gold,Bills,F,385574.9399999859,12.862493443506203
121,"Bengaluru, India",3-Apr-14,Silver,Bills,F,228072.0,12.337421032129956
122,"Delhi, India",21-Nov-13,Gold,Bills,F,385574.9399999859,12.862493443506203
123,"Delhi, India",11-May-14,Signature,Bills,F,385574.9399999859,12.862493443506203
124,"Greater Mumbai, India",23-May-14,Gold,Bills,F,385574.9399999859,12.862493443506203
125,"Bengaluru, India",22-May-15,Platinum,Bills,F,385574.9399999859,12.862493443506203
126,"Greater Mumbai, India",15-Feb-15,Signature,Bills,F,385574.9399999859,12.862493443506203
127,"Delhi, India",16-Jun-14,Gold,Bills,F,385574.9399999859,12.862493443506203
128,"Delhi, India",27-Jan-14,Gold,Bills,F,315873.0,12.663098678876224
129,"Greater Mumbai, India",20-May-15,Silver,Bills,F,385574.9399999859,12.862493443506203
130,"Greater Mumbai, India",29-Oct-13,Platinum,Bills,F,385574.9399999859,12.862493443506203
131,"Bengaluru, India",20-Apr-14,Gold,Bills,F,385574.9399999859,12.862493443506203
132,"Greater Mumbai, India",23-May-14,Silver,Bills,F,385574.9399999859,12.862493443506203
133,"Greater Mumbai, India",11-Mar-15,Platinum,Bills,F,385574.9399999859,12.862493443506203
134,"Delhi, India",27-Oct-13,Gold,Bills,F,385574.9399999859,12.862493443506203
135,"Ahmedabad, India",14-Jul-14,Signature,Bills,F,245572.0,12.411349534358425
136,"Delhi, India",18-Apr-14,Gold,Bills,F,385574.9399999859,12.862493443506203
137,"Ahmedabad, India",25-Mar-14,Silver,Bills,F,385574.9399999859,12.862493443506203
138,"Ahmedabad, India",1-Sep-14,Silver,Bills,F,385574.9399999859,12.862493443506203
139,"Delhi, India",23-Mar-15,Gold,Bills,F,224510.0,12.321679982736923
140,"Delhi, India",24-Jan-15,Silver,Bills,F,385574.9399999859,12.862493443506203
141,"Greater Mumbai, India",4-Oct-13,Gold,Bills,F,385574.9399999859,12.862493443506203
142,"Delhi, India",14-Mar-14,Gold,Bills,F,228565.0,12.33958028787266
143,"Bengaluru, India",3-Jan-14,Silver,Bills,F,297732.0,12.603952390709319
144,"Greater Mumbai, India",3-Dec-14,Signature,Bills,F,385574.9399999859,12.862493443506203
145,"Bengaluru, India",1-Jul-14,Signature,Bills,F,385574.9399999859,12.862493443506203
146,"Ahmedabad, India",21-Aug-14,Signature,Bills,F,385574.9399999859,12.862493443506203
147,"Ahmedabad, India",5-Mar-14,Signature,Bills,F,275065.0,12.524766347853316
148,"Bengaluru, India",20-Apr-14,Silver,Bills,F,385574.9399999859,12.862493443506203
149,"Ahmedabad, India",20-Nov-13,Signature,Bills,F,236296.0,12.372844767368635
150,"Bengaluru, India",25-Sep-14,Signature,Bills,F,385574.9399999859,12.862493443506203
151,"Ahmedabad, India",6-Feb-15,Gold,Bills,F,385574.9399999859,12.862493443506203
152,"Bengaluru, India",26-Oct-13,Gold,Bills,F,385574.9399999859,12.862493443506203
153,"Greater Mumbai, India",6-May-15,Signature,Bills,F,385574.9399999859,12.862493443506203
154,"Delhi, India",30-Sep-14,Silver,Bills,F,245452.0,12.41086076186007
155,"Delhi, India",17-Jan-14,Platinum,Bills,F,365045.0,12.807778652021103
156,"Greater Mumbai, India",11-Jan-15,Gold,Bills,F,385574.9399999859,12.862493443506203
157,"Bengaluru, India",11-Feb-15,Silver,Bills,F,385574.9399999859,12.862493443506203
158,"Bengaluru, India",10-Nov-14,Gold,Bills,F,385574.9399999859,12.862493443506203
159,"Delhi, India",12-Jan-15,Silver,Bills,F,219698.0,12.300013706700986
160,"Bengaluru, India",18-Oct-14,Silver,Bills,F,385574.9399999859,12.862493443506203
161,"Delhi, India",25-Oct-13,Signature,Bills,F,385574.9399999859,12.862493443506203
162,"Bengaluru, India",15-May-15,Gold,Bills,F,385574.9399999859,12.862493443506203
163,"Bengaluru, India",3-May-14,Platinum,Bills,F,380270.0,12.848639435421052
164,"Ahmedabad, India",2-Oct-14,Silver,Bills,F,385574.9399999859,12.862493443506203
165,"Delhi, India",9-Apr-15,Gold,Bills,F,230853.0,12.349540755053809
166,"Bengaluru, India",6-Oct-13,Signature,Bills,F,385574.9399999859,12.862493443506203
167,"Greater Mumbai, India",5-Feb-14,Signature,Bills,F,385574.9399999859,12.862493443506203
168,"Ahmedabad, India",9-Apr-15,Platinum,Bills,F,385574.9399999859,12.862493443506203
169,"Ahmedabad, India",19-Jan-14,Platinum,Bills,F,385574.9399999859,12.862493443506203
170,"Greater Mumbai, India",9-Nov-13,Platinum,Bills,F,385574.9399999859,12.862493443506203
171,"Delhi, India",25-Mar-14,Silver,Bills,F,385574.9399999859,12.862493443506203
172,"Greater Mumbai, India",18-Feb-14,Gold,Bills,F,385574.9399999859,12.862493443506203
173,"Ahmedabad, India",14-Oct-13,Platinum,Bills,F,385574.9399999859,12.862493443506203
174,"Bengaluru, India",1-May-15,Signature,Bills,F,219041.0,12.297018771232965
175,"Bengaluru, India",31-Dec-14,Gold,Bills,F,385574.9399999859,12.862493443506203
176,"Greater Mumbai, India",26-Mar-14,Signature,Bills,F,385574.9399999859,12.862493443506203
177,"Ahmedabad, India",28-Apr-14,Silver,Bills,F,385574.9399999859,12.862493443506203
178,"Greater Mumbai, India",6-Apr-14,Signature,Bills,F,385574.9399999859,12.862493443506203
179,"Greater Mumbai, India",27-Mar-14,Platinum,Bills,F,385574.9399999859,12.862493443506203
180,"Ahmedabad, India",23-Sep-14,Silver,Bills,F,352207.0,12.771977189153112
181,"Ahmedabad, India",4-Mar-15,Gold,Bills,F,342761.0,12.744791607752612
182,"Bengaluru, India",27-Feb-14,Signature,Bills,F,249099.0,12.425609701250272
183,"Ahmedabad, India",27-Aug-14,Platinum,Bills,F,385574.9399999859,12.862493443506203
184,"Bengaluru, India",12-Dec-14,Signature,Bills,F,385574.9399999859,12.862493443506203
185,"Ahmedabad, India",16-Jun-14,Platinum,Bills,F,385574.9399999859,12.862493443506203
186,"Delhi, India",2-Jan-14,Gold,Bills,F,326922.0,12.697479948144917
187,"Bengaluru, India",11-Dec-14,Gold,Bills,F,385574.9399999859,12.862493443506203
188,"Delhi, India",14-Dec-14,Gold,Bills,F,385574.9399999859,12.862493443506203
189,"Greater Mumbai, India",17-Jan-14,Gold,Bills,F,333483.0,12.717350167174935
190,"Ahmedabad, India",5-Oct-13,Platinum,Bills,F,385574.9399999859,12.862493443506203
191,"Bengaluru, India",18-Mar-15,Silver,Bills,F,327244.0,12.698464404816615
192,"Ahmedabad, India",4-Feb-14,Silver,Bills,F,385574.9399999859,12.862493443506203
193,"Greater Mumbai, India",25-Feb-15,Gold,Bills,F,385574.9399999859,12.862493443506203
194,"Delhi, India",28-Mar-14,Signature,Bills,F,385574.9399999859,12.862493443506203
195,"Delhi, India",28-Dec-14,Silver,Bills,F,385574.9399999859,12.862493443506203
196,"Ahmedabad, India",31-May-14,Silver,Bills,F,385574.9399999859,12.862493443506203
197,"Greater Mumbai, India",22-Aug-14,Platinum,Bills,F,365724.0,12.809636963846287
198,"Greater Mumbai, India",3-Mar-15,Platinum,Bills,F,385574.9399999859,12.862493443506203
199,"Ahmedabad, India",17-Jan-15,Platinum,Bills,F,385574.9399999859,12.862493443506203
200,"Delhi, India",23-Oct-14,Signature,Bills,F,385574.9399999859,12.862493443506203
201,"Bengaluru, India",5-Aug-14,Platinum,Bills,F,385574.9399999859,12.862493443506203
202,"Ahmedabad, India",12-Oct-14,Gold,Bills,F,385574.9399999859,12.862493443506203
203,"Ahmedabad, India",22-Jan-14,Silver,Bills,F,385574.9399999859,12.862493443506203
204,"Ahmedabad, India",25-Mar-15,Gold,Bills,F,385574.9399999859,12.862493443506203
205,"Ahmedabad, India",10-Oct-14,Signature,Bills,F,385574.9399999859,12.862493443506203
206,"Delhi, India",16-Apr-14,Silver,Bills,F,385574.9399999859,12.862493443506203
207,"Bengaluru, India",21-Feb-14,Signature,Bills,F,385574.9399999859,12.862493443506203
208,"Bengaluru, India",24-Apr-14,Silver,Bills,F,385574.9399999859,12.862493443506203
209,"Delhi, India",7-Sep-14,Platinum,Bills,F,385574.9399999859,12.862493443506203
210,"Bengaluru, India",28-Dec-14,Gold,Bills,F,385574.9399999859,12.862493443506203
211,"Ahmedabad, India",13-Oct-14,Signature,Bills,F,385574.9399999859,12.862493443506203
212,"Ahmedabad, India",3-Apr-15,Signature,Bills,F,385574.9399999859,12.862493443506203
213,"Delhi, India",16-Feb-15,Signature,Bills,F,385574.9399999859,12.862493443506203
214,"Greater Mumbai, India",3-Apr-14,Signature,Bills,F,204850.0,12.2300381645838
215,"Delhi, India",3-Nov-13,Platinum,Bills,F,385574.9399999859,12.862493443506203
216,"Greater Mumbai, India",17-Apr-14,Signature,Bills,F,385574.9399999859,12.862493443506203
217,"Delhi, India",22-Jan-14,Signature,Bills,F,297820.0,12.604247913871419
218,"Delhi, India",14-Mar-15,Signature,Bills,F,385574.9399999859,12.862493443506203
219,"Greater Mumbai, India",13-Oct-13,Silver,Bills,F,385574.9399999859,12.862493443506203
220,"Delhi, India",24-Aug-14,Platinum,Bills,F,378535.0,12.844066459622091
221,"Greater Mumbai, India",9-May-15,Silver,Bills,F,334116.0,12.719246510019525
222,"Delhi, India",7-Jun-14,Silver,Bills,F,385574.9399999859,12.862493443506203
223,"Ahmedabad, India",26-Nov-14,Gold,Bills,F,385574.9399999859,12.862493443506203
224,"Greater Mumbai, India",21-Oct-14,Silver,Bills,F,385574.9399999859,12.862493443506203
225,"Greater Mumbai, India",15-Jun-14,Gold,Bills,F,385574.9399999859,12.862493443506203
226,"Ahmedabad, India",25-Apr-15,Gold,Bills,F,385574.9399999859,12.862493443506203
227,"Ahmedabad, India",7-Sep-14,Silver,Bills,F,385574.9399999859,12.862493443506203
228,"Bengaluru, India",19-May-15,Signature,Bills,F,385574.9399999859,12.862493443506203
229,"Delhi, India",23-Feb-14,Platinum,Bills,F,385574.9399999859,12.862493443506203
230,"Delhi, India",28-Oct-13,Signature,Bills,F,385574.9399999859,12.862493443506203
231,"Ahmedabad, India",17-Dec-14,Gold,Bills,F,385574.9399999859,12.862493443506203
232,"Ahmedabad, India",4-Dec-14,Signature,Bills,F,339670.0,12.73573278106087
233,"Delhi, India",18-Nov-13,Signature,Bills,F,385574.9399999859,12.862493443506203
234,"Ahmedabad, India",30-Nov-14,Gold,Bills,F,385574.9399999859,12.862493443506203
235,"Ahmedabad, India",21-Aug-14,Signature,Bills,F,385574.9399999859,12.862493443506203
236,"Delhi, India",25-May-14,Signature,Bills,F,207755.0,12.244119593167076
237,"Greater Mumbai, India",19-Apr-15,Gold,Bills,F,385574.9399999859,12.862493443506203
238,"Ahmedabad, India",25-Mar-14,Silver,Bills,F,274395.0,12.522327597468143
239,"Bengaluru, India",11-Feb-14,Platinum,Bills,F,385574.9399999859,12.862493443506203
240,"Ahmedabad, India",9-Dec-14,Gold,Bills,F,385574.9399999859,12.862493443506203
241,"Bengaluru, India",25-Mar-14,Gold,Bills,F,385574.9399999859,12.862493443506203
242,"Greater Mumbai, India",2-Jan-14,Platinum,Bills,F,385574.9399999859,12.862493443506203
243,"Greater Mumbai, India",25-Dec-14,Silver,Bills,F,385574.9399999859,12.862493443506203
244,"Greater Mumbai, India",16-Oct-14,Platinum,Bills,F,326162.0,12.695152535390497
245,"Delhi, India",19-Apr-15,Platinum,Bills,F,316946.0,12.666489846452183
246,"Delhi, India",20-Jan-14,Platinum,Bills,F,385574.9399999859,12.862493443506203
247,"Bengaluru, India",10-May-14,Signature,Bills,F,385574.9399999859,12.862493443506203
248,"Ahmedabad, India",9-Jan-15,Signature,Bills,F,385574.9399999859,12.862493443506203
249,"Delhi, India",31-Oct-13,Gold,Bills,F,385574.9399999859,12.862493443506203
250,"Delhi, India",28-Nov-14,Platinum,Bills,F,284923.0,12.559977757022244
251,"Bengaluru, India",21-Jul-14,Platinum,Bills,F,385574.9399999859,12.862493443506203
252,"Bengaluru, India",22-Apr-15,Gold,Bills,F,385574.9399999859,12.862493443506203
253,"Ahmedabad, India",10-Jun-14,Platinum,Bills,F,385574.9399999859,12.862493443506203
254,"Ahmedabad, India",17-Apr-15,Gold,Bills,F,385574.9399999859,12.862493443506203
255,"Ahmedabad, India",9-Nov-13,Platinum,Bills,F,385574.9399999859,12.862493443506203
256,"Delhi, India",2-Jan-15,Gold,Bills,F,216028.0,12.283167936913594
257,"Greater Mumbai, India",10-Mar-15,Signature,Bills,F,275427.0,12.526081530406366
258,"Delhi, India",22-Dec-13,Silver,Bills,F,385574.9399999859,12.862493443506203
259,"Delhi, India",14-Feb-15,Silver,Bills,F,292365.0,12.585761721027058
260,"Ahmedabad, India",30-Jan-15,Silver,Bills,F,385574.9399999859,12.862493443506203
261,"Greater Mumbai, India",1-Apr-14,Platinum,Bills,F,219720.0,12.30011383869324
262,"Delhi, India",15-Feb-15,Signature,Bills,F,385574.9399999859,12.862493443506203
263,"Bengaluru, India",24-Nov-14,Signature,Bills,F,385574.9399999859,12.862493443506203
264,"Bengaluru, India",7-Aug-14,Gold,Bills,F,385574.9399999859,12.862493443506203
265,"Ahmedabad, India",17-Oct-13,Gold,Bills,F,385574.9399999859,12.862493443506203
266,"Ahmedabad, India",25-May-14,Gold,Bills,F,385574.9399999859,12.862493443506203
267,"Ahmedabad, India",16-May-14,Gold,Bills,F,385574.9399999859,12.862493443506203
268,"Delhi, India",11-Oct-13,Gold,Bills,F,385574.9399999859,12.862493443506203
269,"Ahmedabad, India",2-Jun-14,Platinum,Bills,F,385574.9399999859,12.862493443506203
270,"Ahmedabad, India",6-Aug-14,Silver,Bills,F,385574.9399999859,12.862493443506203
271,"Greater Mumbai, India",26-Jan-15,Gold,Bills,F,385574.9399999859,12.862493443506203
272,"Delhi, India",2-Mar-15,Platinum,Bills,F,224414.0,12.321252295316443
273,"Ahmedabad, India",10-Sep-14,Signature,Bills,F,203194.0,12.221921388084512
274,"Greater Mumbai, India",22-Jan-15,Gold,Bills,F,250410.0,12.430858846955658
275,"Delhi, India",4-Apr-15,Silver,Bills,F,385574.9399999859,12.862493443506203
276,"Greater Mumbai, India",16-May-14,Platinum,Bills,F,385574.9399999859,12.862493443506203
277,"Greater Mumbai, India",22-Feb-14,Silver,Bills,F,385574.9399999859,12.862493443506203
278,"Greater Mumbai, India",13-Aug-14,Silver,Bills,F,380409.0,12.849004897425617
279,"Greater Mumbai, India",1-Apr-14,Gold,Bills,F,385574.9399999859,12.862493443506203
280,"Ahmedabad, India",8-Jan-14,Gold,Bills,F,385574.9399999859,12.862493443506203
281,"Ahmedabad, India",5-Mar-15,Silver,Bills,F,385574.9399999859,12.862493443506203
282,"Greater Mumbai, India",8-Dec-14,Silver,Bills,F,385574.9399999859,12.862493443506203
283,"Bengaluru, India",29-Nov-14,Platinum,Bills,F,385574.9399999859,12.862493443506203
284,"Delhi, India",8-Mar-15,Silver,Bills,F,385574.9399999859,12.862493443506203
285,"Greater Mumbai, India",25-Nov-13,Platinum,Bills,F,385574.9399999859,12.862493443506203
286,"Ahmedabad, India",13-Apr-15,Silver,Bills,F,240216.0,12.389297960478338
287,"Greater Mumbai, India",15-Apr-14,Signature,Bills,F,385574.9399999859,12.862493443506203
288,"Delhi, India",13-Feb-15,Silver,Bills,F,385574.9399999859,12.862493443506203
289,"Greater Mumbai, India",2-Oct-14,Signature,Bills,F,385574.9399999859,12.862493443506203
290,"Delhi, India",7-Feb-15,Gold,Bills,F,385574.9399999859,12.862493443506203
291,"Bengaluru, India",27-Dec-14,Platinum,Bills,F,385574.9399999859,12.862493443506203
292,"Bengaluru, India",4-Aug-14,Platinum,Bills,F,308622.0,12.639875746270063
293,"Greater Mumbai, India",5-May-15,Signature,Bills,F,385574.9399999859,12.862493443506203
294,"Delhi, India",28-Jan-15,Silver,Bills,F,385574.9399999859,12.862493443506203
295,"Delhi, India",6-Apr-14,Gold,Bills,F,385574.9399999859,12.862493443506203
296,"Delhi, India",30-Oct-13,Signature,Bills,F,385574.9399999859,12.862493443506203
297,"Greater Mumbai, India",30-Sep-14,Platinum,Bills,F,385574.9399999859,12.862493443506203
298,"Bengaluru, India",28-Dec-13,Signature,Bills,F,385574.9399999859,12.862493443506203
299,"Delhi, India",18-Oct-14,Gold,Bills,F,385574.9399999859,12.862493443506203
300,"Delhi, India",28-Nov-14,Platinum,Bills,F,385574.9399999859,12.862493443506203
301,"Bengaluru, India",12-May-14,Silver,Bills,F,385574.9399999859,12.862493443506203
302,"Greater Mumbai, India",6-Nov-14,Signature,Bills,F,255982.0,12.452866315006707
303,"Greater Mumbai, India",2-Mar-14,Signature,Bills,F,385574.9399999859,12.862493443506203
304,"Delhi, India",19-Apr-15,Signature,Bills,F,212319.0,12.265849849566035
